,AutoCorrelation,CfsSubsetEval_DecisionStumpAUC,CfsSubsetEval_DecisionStumpErrRate,CfsSubsetEval_DecisionStumpKappa,CfsSubsetEval_NaiveBayesAUC,CfsSubsetEval_NaiveBayesErrRate,CfsSubsetEval_NaiveBayesKappa,CfsSubsetEval_kNN1NAUC,CfsSubsetEval_kNN1NErrRate,CfsSubsetEval_kNN1NKappa,ClassEntropy,DecisionStumpAUC,DecisionStumpErrRate,DecisionStumpKappa,Dimensionality,EquivalentNumberOfAtts,J48.00001.AUC,J48.00001.ErrRate,J48.00001.Kappa,J48.0001.AUC,J48.0001.ErrRate,J48.0001.Kappa,J48.001.AUC,J48.001.ErrRate,J48.001.Kappa,MajorityClassPercentage,MajorityClassSize,MaxAttributeEntropy,MaxKurtosisOfNumericAtts,MaxMeansOfNumericAtts,MaxMutualInformation,MaxNominalAttDistinctValues,MaxSkewnessOfNumericAtts,MaxStdDevOfNumericAtts,MeanAttributeEntropy,MeanKurtosisOfNumericAtts,MeanMeansOfNumericAtts,MeanMutualInformation,MeanNoiseToSignalRatio,MeanNominalAttDistinctValues,MeanSkewnessOfNumericAtts,MeanStdDevOfNumericAtts,MinAttributeEntropy,MinKurtosisOfNumericAtts,MinMeansOfNumericAtts,MinMutualInformation,MinNominalAttDistinctValues,MinSkewnessOfNumericAtts,MinStdDevOfNumericAtts,MinorityClassPercentage,MinorityClassSize,NaiveBayesAUC,NaiveBayesErrRate,NaiveBayesKappa,NumberOfBinaryFeatures,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,PercentageOfBinaryFeatures,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,PercentageOfNumericFeatures,PercentageOfSymbolicFeatures,Quartile1AttributeEntropy,Quartile1KurtosisOfNumericAtts,Quartile1MeansOfNumericAtts,Quartile1MutualInformation,Quartile1SkewnessOfNumericAtts,Quartile1StdDevOfNumericAtts,Quartile2AttributeEntropy,Quartile2KurtosisOfNumericAtts,Quartile2MeansOfNumericAtts,Quartile2MutualInformation,Quartile2SkewnessOfNumericAtts,Quartile2StdDevOfNumericAtts,Quartile3AttributeEntropy,Quartile3KurtosisOfNumericAtts,Quartile3MeansOfNumericAtts,Quartile3MutualInformation,Quartile3SkewnessOfNumericAtts,Quartile3StdDevOfNumericAtts,REPTreeDepth1AUC,REPTreeDepth1ErrRate,REPTreeDepth1Kappa,REPTreeDepth2AUC,REPTreeDepth2ErrRate,REPTreeDepth2Kappa,REPTreeDepth3AUC,REPTreeDepth3ErrRate,REPTreeDepth3Kappa,RandomTreeDepth1AUC,RandomTreeDepth1ErrRate,RandomTreeDepth1Kappa,RandomTreeDepth2AUC,RandomTreeDepth2ErrRate,RandomTreeDepth2Kappa,RandomTreeDepth3AUC,RandomTreeDepth3ErrRate,RandomTreeDepth3Kappa,StdvNominalAttDistinctValues,kNN1NAUC,kNN1NErrRate,kNN1NKappa
376_Dataset_376,0.765625,,,,,,,,,,0.751649946,,,,0.046153846,,,,,,,,,,,78.46153846,51.0,,,,,2.0,,,,,,,,2.0,,,,,,,2.0,,,21.53846154,14.0,,,,1.0,2.0,3.0,65.0,0.0,0.0,0.0,1.0,33.33333333,0.0,0.0,0.0,33.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
377_Dataset_377,0.991652755,0.940868333,0.121666667,0.854,0.940868333,0.121666667,0.854,0.940868333,0.121666667,0.854,2.584962501,0.76097,0.668333333,0.198,0.101666667,,0.937763333,0.126666667,0.848,0.937763333,0.126666667,0.848,0.937763333,0.126666667,0.848,16.66666667,100.0,,0.598319631,32.22962867,,6.0,0.933773309,15.60141439,,-0.557406166,30.09216547,,,6.0,0.0340047,9.751691244,,-1.214884491,28.15420867,,6.0,-0.69199057,3.495507379,16.66666667,100.0,0.998423333,0.053333333,0.936,0.0,6.0,61.0,600.0,0.0,0.0,60.0,1.0,0.0,0.0,0.0,98.36065574,1.639344262,,-1.117476593,29.72935886,,-0.047022303,5.845370101,,-0.751825196,30.08838474,,0.001865307,9.569689723,,0.03284976,30.45618185,,0.076979244,13.53154523,0.950868333,0.185,0.778,0.950868333,0.185,0.778,0.950868333,0.185,0.778,0.925,0.125,0.85,0.925,0.125,0.85,0.925,0.125,0.85,0.0,0.979,0.035,0.958
378_Dataset_378,0.457537035,0.973829751,0.203867028,0.623530375,0.973829751,0.203867028,0.623530375,0.973829751,0.203867028,0.623530375,1.757753621,0.949540492,0.241971958,0.547238232,0.006897332,10.22437588,0.971610895,0.203301673,0.62471133,0.971610895,0.203301673,0.62471133,0.971610895,0.203301673,0.62471133,65.61510629,5803.0,10.59883873,,,0.979543223,3890.0,,,1.99458676,,,0.171917938,10.60196999,163.7704918,,,0.0,,,0.0,1.0,,,2.227498869,197.0,0.961433959,0.272161918,0.532697764,9.0,7.0,61.0,8844.0,8844.0,51515.0,0.0,61.0,14.75409836,100.0,9.548939357,0.0,100.0,0.990110857,,,0.04759557,,,1.303970252,,,0.120394859,,,2.465624372,,,0.199894233,,,0.499827787,0.343848937,0.0,0.499827787,0.343848937,0.0,0.499827787,0.343848937,0.0,0.926041456,0.246947083,0.543501998,0.926041456,0.246947083,0.543501998,0.926041456,0.246947083,0.543501998,584.1293348,0.889127555,0.25226142,0.537792431
379_Dataset_379,0.492753623,,,,,,,,,,1.090000524,,,,0.042857143,,,,,,,,,,,52.85714286,37.0,,,,,3.0,,,,,,,,3.0,,,,,,,3.0,,,1.428571429,1.0,,,,0.0,3.0,3.0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
380_Dataset_380,0.533333333,,,,,,,,,,1.26867947,,,,0.049180328,,,,,,,,,,,63.93442623,39.0,,,,,3.0,,,,,,,,3.0,,,,,,,3.0,,,11.47540984,7.0,,,,0.0,3.0,3.0,61.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.33333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
402_Dataset_402,0.797720182,,,,,,,,,,,,,,95.25,,,,,,,,,,,,,,12.0,0.916565,,,3.464101615,0.514928651,,1.75541423,0.315546067,,,,0.763085152,0.268897483,,-2.297873785,0.0,,,-3.464101523,0.0,,,,,,0.0,0.0,1143.0,12.0,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.509451901,0.163667917,,-0.011192534,0.26829382,,1.02867358,0.31216475,,0.856935864,0.310024371,,2.64026275,0.463238917,,1.748692357,0.356760897,,,,,,,,,,,,,,,,,,,,,,
403_Dataset_403,0.5933231,,,,,,,,,,,,,,103.9090909,,,,,,,,,,,,,,11.0,0.909090909,,,3.31662479,0.999999985,,5.837006872,0.16192592,,,,1.431721337,0.159537451,,-2.227317149,0.0,,,-3.31662479,0.0,,,,,,0.0,0.0,1143.0,11.0,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,100.0,0.0,,2.037037038,0.0,,0.457543434,0.0,,5.895416866,0.090909091,,1.924906714,0.245605225,,10.42850471,0.223348818,,3.099078659,0.301088868,,,,,,,,,,,,,,,,,,,,,,
404_Dataset_404,0.727397833,,,,,,,,,,,,,,87.92307692,,,,,,,,,,,,,,13.0,0.923076923,,,3.605551275,0.464097888,,4.977784547,0.325760804,,,,1.045677344,0.276077414,,-2.279371365,0.0,,,-3.605551275,0.0,,,,,,0.0,0.0,1143.0,13.0,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,100.0,0.0,,0.059810714,0.104644231,,-0.054753086,0.268684905,,3.22316766,0.278628538,,1.264574981,0.279880551,,10.64355718,0.479503615,,2.708034279,0.32561683,,,,,,,,,,,,,,,,,,,,,,
405_Dataset_405,0.98927021,,,,,,,,,,,,,,0.045617978,,,,,,,,,,,,,,2091.727344,0.945202934,,,40.64122552,0.41489908,,79.79042909,0.266079377,,,,2.236381078,0.109953894,,-0.355164476,0.002528583,,,-36.65575683,0.015740065,,,,,,0.0,0.0,203.0,4450.0,0.0,0.0,203.0,0.0,0.0,0.0,0.0,100.0,0.0,,1.002136791,0.100063794,,0.560441682,0.089303882,,4.153323135,0.223852909,,1.152796344,0.115184274,,13.83486393,0.36291557,,2.340489455,0.139661155,,,,,,,,,,,,,,,,,,,,,,
406_Dataset_406,0.819892083,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,16.84318407,0.85142972,,,1.70667621,0.308928553,,2.927326077,0.5378735,,,,-0.482127927,0.24932388,,-0.518448383,0.26676204,,,-3.854413691,0.193341889,,,,,,0.0,0.0,10.0,25.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.071669151,0.35571663,,-1.664412957,0.235069343,,1.329843612,0.54153932,,-0.282551738,0.246671111,,3.694733883,0.703357,,0.978445136,0.270490848,,,,,,,,,,,,,,,,,,,,,,
407_Dataset_407,0.857934276,,,,,,,,,,,,,,38.1,,,,,,,,,,,,,,30.0,0.966666667,,,5.477225575,0.473500498,,7.324728661,0.284262152,,,,0.854460353,0.191604155,,-2.125530899,0.0,,,-5.477225575,0.0,,,,,,0.0,0.0,1143.0,30.0,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.489689127,0.0,,-0.505322071,0.0,,1.586018552,0.246401267,,0.78446561,0.208446483,,9.903757747,0.4872246,,2.250235092,0.283443823,,,,,,,,,,,,,,,,,,,,,,
408_Dataset_408,0.8735582,,,,,,,,,,,,,,43.96153846,,,,,,,,,,,,,,26.0,0.961538462,,,5.099019514,0.381834903,,15.80616322,0.234303802,,,,2.302597006,0.187239175,,-1.022639117,0.0,,,-5.099019514,0.0,,,,,,0.0,0.0,1143.0,26.0,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,100.0,0.0,,7.487236925,0.038474962,,1.011530319,0.192875261,,15.93800625,0.096728577,,3.354393885,0.196116135,,25.96580524,0.311923615,,4.998938942,0.210757816,,,,,,,,,,,,,,,,,,,,,,
409_Dataset_409,0.801506359,,,,,,,,,,,,,,4.063291139,,,,,,,,,,,,,,79.0,0.944997076,,,8.888194417,0.488424927,,6.361807859,0.384009192,,,,0.835277833,0.202968936,,-1.790770991,0.0,,,-6.010532012,0.0,,,,,,0.0,0.0,321.0,79.0,0.0,0.0,321.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.230484655,0.161786513,,-0.134189887,0.174451901,,1.631009279,0.393895278,,0.477664204,0.203849804,,6.890504018,0.553704241,,2.024215791,0.236811091,,,,,,,,,,,,,,,,,,,,,,
410_Dataset_410,0.841395833,,,,,,,,,,,,,,30.89189189,,,,,,,,,,,,,,37.0,0.972972973,,,6.08276253,0.459062516,,5.89551564,0.369839557,,,,0.693180345,0.215564765,,-1.80400346,0.0,,,-6.08276253,0.0,,,,,,0.0,0.0,1143.0,37.0,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.541570895,0.193222865,,-0.255373872,0.169208805,,0.512866686,0.399987216,,0.383471669,0.233550206,,6.481773936,0.510658189,,1.342434101,0.271946692,,,,,,,,,,,,,,,,,,,,,,
411_Dataset_411,0.676330077,,,,,,,,,,,,,,81.64285714,,,,,,,,,,,,,,14.0,0.928571429,,,3.741657387,0.404665844,,8.647178965,0.149175585,,,,1.676921533,0.144251109,,-1.676826839,0.0,,,-3.741657387,0.0,,,,,,0.0,0.0,1143.0,14.0,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,100.0,0.0,,3.711002452,0.0,,0.8274525,0.0,,9.584565571,0.071428571,,2.385004504,0.235215464,,14.0,0.165901429,,3.741657317,0.267261242,,,,,,,,,,,,,,,,,,,,,,
412_Dataset_412,0.851594952,,,,,,,,,,,,,,5.045454545,,,,,,,,,,,,,,8.55953454,0.784090909,,,3.108873625,0.455842306,,-0.262960229,0.54992456,,,,-0.037068275,0.303255942,,-2.146289717,0.083333318,,,-1.887905613,0.238568225,,,,,,0.0,0.0,111.0,22.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.809958184,0.414611273,,-0.552648474,0.281255429,,-0.640364409,0.600176591,,-0.345967477,0.2979003,,-0.084349349,0.723238409,,0.432548026,0.306991436,,,,,,,,,,,,,,,,,,,,,,
413_Dataset_413,0.644578333,,,,,,,,,,,,,,114.3,,,,,,,,,,,,,,10.0,0.9,,,3.16227766,0.477282833,,4.717542604,0.208542317,,,,1.128776151,0.196873852,,-2.211401204,0.0,,,-3.16227766,0.0,,,,,,0.0,0.0,1143.0,10.0,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,100.0,0.0,,0.282869198,0.0,,-0.027269537,0.0,,4.344476189,0.1015387,,1.526323195,0.301351258,,9.969218008,0.352786,,3.078478335,0.316227766,,,,,,,,,,,,,,,,,,,,,,
414_Dataset_414,0.431032,,,,,,,,,,,,,,163.2857143,,,,,,,,,,,,,,7.0,0.856123,,,2.645751311,0.517619114,,2.495203456,0.175745862,,,,1.040764574,0.189287618,,-2.783156204,0.0,,,-2.64570824,0.0,,,,,,0.0,0.0,1143.0,7.0,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.096444852,0.0,,0.250314149,0.0,,2.103431835,0.142857143,,1.324769236,0.296933553,,5.598941227,0.301682,,2.202490193,0.377339922,,,,,,,,,,,,,,,,,,,,,,
415_Dataset_415,0.704385143,,,,,,,,,,,,,,142.875,,,,,,,,,,,,,,8.0,0.875,,,2.828427125,0.49781087,,2.640972327,0.173609462,,,,0.700562856,0.157507938,,-2.76476047,0.0,,,-2.828427125,0.0,,,,,,0.0,0.0,1143.0,8.0,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.141812378,0.0,,-0.413860225,0.0,,1.203976542,0.0,,0.888540901,0.0,,6.866269062,0.311158375,,2.02236005,0.349120943,,,,,,,,,,,,,,,,,,,,,,
416_Dataset_416,0.973375338,,,,,,,,,,,,,,0.028362409,,,,,,,,,,,,,,8885.0,0.998584921,,,94.26027795,0.256986488,,670.882369,0.038889218,,,,15.29866139,0.047253239,,-0.813127886,0.0,,,-42.09584485,0.0,,,,,,0.0,0.0,252.0,8885.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,100.0,0.0,,25.98376204,0.000562746,,4.118803773,0.019117471,,96.02694978,0.005388295,,8.288721116,0.045504314,,534.5677581,0.020268243,,20.68354384,0.07268874,,,,,,,,,,,,,,,,,,,,,,
417_Dataset_417,0.79755125,,,,,,,,,,,,,,87.92307692,,,,,,,,,,,,,,13.0,0.923076923,,,3.605551275,0.470562496,,4.59678051,0.184349709,,,,0.847741488,0.153071717,,-2.204577125,0.0,,,-3.605551275,0.0,,,,,,0.0,0.0,1143.0,13.0,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,100.0,0.0,,0.273677861,0.0,,-0.341900944,0.0,,3.17691825,0.0,,1.097746844,0.0,,9.004617986,0.323076923,,2.319671861,0.291882876,,,,,,,,,,,,,,,,,,,,,,
418_Dataset_418,0.857446667,,,,,,,,,,,,,,33.61764706,,,,,,,,,,,,,,34.0,0.970588235,,,5.830951895,0.378226203,,13.768891,0.24640032,,,,1.697966307,0.157728239,,-1.561828797,0.0,,,-5.830951895,0.0,,,,,,0.0,0.0,1143.0,34.0,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,100.0,0.0,,1.725093731,0.029411765,,-0.006066045,0.143815741,,8.41583694,0.137006529,,1.635151,0.173218199,,28.55686016,0.413942147,,4.403944791,0.223245837,,,,,,,,,,,,,,,,,,,,,,
419_Dataset_419,0.851594952,,,,,,,,,,,,,,28.59090909,,,,,,,,,,,,,,18.73283199,0.909090909,,,4.190811862,0.511766316,,0.644381679,0.470511703,,,,0.260507696,0.286960104,,-2.210526316,0.070953409,,,-3.405055674,0.18318345,,,,,,0.0,0.0,629.0,22.0,0.0,0.0,629.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.795466966,0.336083114,,-0.512695892,0.26028363,,-0.255345855,0.450505045,,0.263235276,0.285559324,,0.889922953,0.614335864,,0.94453641,0.304448884,,,,,,,,,,,,,,,,,,,,,,
420_Dataset_420,0.801542452,,,,,,,,,,,,,,35.71875,,,,,,,,,,,,,,32.0,0.968749906,,,5.656854249,0.999999891,,10.54860867,0.294044668,,,,1.513774133,0.190928859,,-1.526931154,0.0,,,-5.656854249,0.0,,,,,,0.0,0.0,1143.0,32.0,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,100.0,0.0,,2.146371928,0.062225156,,-0.139127063,0.176764859,,7.605181113,0.233644281,,1.631789916,0.197369806,,15.5348914,0.462170344,,3.795046773,0.235163275,,,,,,,,,,,,,,,,,,,,,,
421_Dataset_421,0.966666667,,,,,,,,,,,,,,1.741935484,,,,,,,,,,,,,,28.76353116,0.914821935,,,5.267745058,0.391344652,,5.874335968,0.491803051,,,,0.118100468,0.240305496,,-1.843802132,0.073090581,,,-4.864272209,0.168729539,,,,,,0.0,0.0,54.0,31.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,100.0,0.0,,0.115553059,0.26979179,,-1.293358713,0.201771687,,1.743134162,0.495073371,,-0.216583942,0.235689811,,9.780602767,0.645046645,,1.370170884,0.282882113,,,,,,,,,,,,,,,,,,,,,,
422_Dataset_422,0.973375338,,,,,,,,,,,,,,0.030050647,,,,,,,,,,,,,,8885.0,0.919426171,,,94.26027795,0.16548865,,480.9873392,0.203357447,,,,9.324520303,0.077614433,,-0.199000026,0.0,,,-2.226965615,0.0,,,,,,0.0,0.0,267.0,8885.0,0.0,0.0,267.0,0.0,0.0,0.0,0.0,100.0,0.0,,3.009236635,0.026817503,,0.870993193,0.047188894,,8.398339416,0.157208122,,1.89706133,0.083594529,,84.17125628,0.267809778,,7.284254572,0.10965452,,,,,,,,,,,,,,,,,,,,,,
423_Dataset_423,0.696134667,,,,,,,,,,,,,,87.92307692,,,,,,,,,,,,,,13.0,0.923076923,,,3.605551275,0.496035527,,4.10465974,0.154852058,,,,0.858121521,0.122682837,,-2.345330811,0.0,,,-3.605551275,0.0,,,,,,0.0,0.0,1143.0,13.0,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.248340035,0.0,,-0.344094045,0.0,,2.666870411,0.0,,0.874120938,0.0,,7.561414251,0.271408923,,2.224100144,0.277350098,,,,,,,,,,,,,,,,,,,,,,
424_Dataset_424,0.876973747,,,,,,,,,,,,,,1.4125,,,,,,,,,,,,,,52.66398418,0.641606863,,,7.106786553,0.378820404,,9.182925752,0.286910286,,,,1.890724508,0.177894981,,-1.505032807,0.0213715,,,-0.622387781,0.099604682,,,,,,0.0,0.0,113.0,80.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,100.0,0.0,,0.341414979,0.188904638,,0.678201554,0.153006706,,5.405500808,0.24969385,,1.658750304,0.166074598,,12.5845804,0.363545331,,2.631683424,0.202584829,,,,,,,,,,,,,,,,,,,,,,
425_Dataset_425,0.797137167,,,,,,,,,,,,,,87.92307692,,,,,,,,,,,,,,13.0,0.923076923,,,3.605551275,0.504750433,,5.19652791,0.255594245,,,,1.110997391,0.238792228,,-2.359928207,0.0,,,-3.605551275,0.0,,,,,,0.0,0.0,1143.0,13.0,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,100.0,0.0,,1.404615393,0.076964538,,0.111996084,0.216711203,,3.715833578,0.153820538,,1.804351443,0.281061145,,9.346987073,0.350791077,,2.471643296,0.332628213,,,,,,,,,,,,,,,,,,,,,,
426_Dataset_426,0.738908053,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,5.500624798,0.76298565,,,2.381712896,0.335098883,,1.297801785,0.45594667,,,,0.24724362,0.270684376,,-1.264083931,0.16808285,,,-2.060561767,0.212715365,,,,,,0.0,0.0,10.0,20.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.859638424,0.349867575,,-0.427306598,0.250679539,,0.340659093,0.43320105,,0.332944752,0.263844592,,3.348820063,0.591666237,,0.744283487,0.301391002,,,,,,,,,,,,,,,,,,,,,,
427_Dataset_427,0.733333333,,,,,,,,,,,,,,2.125,,,,,,,,,,,,,,4.493960998,0.748599313,,,2.069601093,0.4123472,,-0.069660636,0.468283294,,,,0.155876055,0.309616512,,-1.75368735,0.169699875,,,-1.721057173,0.214391967,,,,,,0.0,0.0,34.0,16.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,100.0,0.0,,-1.18727571,0.394523078,,-0.286883425,0.279904658,,-0.590735851,0.483362781,,0.213162449,0.304944798,,0.34373821,0.537976844,,0.606294189,0.335029965,,,,,,,,,,,,,,,,,,,,,,
428_Dataset_428,0.952380952,,,,,,,,,,,,,,1.818181818,,,,,,,,,,,,,,21.89920153,0.931818455,,,4.674968469,0.48628367,,0.718890276,0.473652618,,,,0.051973861,0.302713012,,-1.870182457,0.059198409,,,-3.621068914,0.210340858,,,,,,0.0,0.0,40.0,22.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,100.0,0.0,,-1.453997591,0.37975867,,-0.418656379,0.264369117,,-0.566000506,0.426426295,,0.277668742,0.294451365,,0.247159278,0.588388477,,0.514958694,0.328334936,,,,,,,,,,,,,,,,,,,,,,
429_Dataset_429,0.742326167,,,,,,,,,,,,,,0.526315789,,,,,,,,,,,,,,4.16544779,0.756663368,,,1.622880929,0.343338295,,0.670602083,0.481977779,,,,0.092949218,0.279466248,,-1.38354569,0.268574526,,,-1.980678853,0.218481456,,,,,,0.0,0.0,10.0,19.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.974729428,0.373274566,,-0.391946361,0.256825613,,0.196785584,0.4682775,,0.165813777,0.269278908,,2.594198311,0.588293974,,0.584725882,0.308793512,,,,,,,,,,,,,,,,,,,,,,
430_Dataset_430,0.791972615,,,,,,,,,,,,,,4.171532847,,,,,,,,,,,,,,274.0,0.993237602,,,16.55294536,0.217001931,,37.21047567,0.232440484,,,,3.021608179,0.106755544,,-0.376358123,0.0,,,-14.76178751,0.0,,,,,,0.0,0.0,1143.0,274.0,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,100.0,0.0,,7.036446001,0.075842358,,0.902882145,0.080580721,,14.93952268,0.142986332,,2.628724878,0.104918962,,44.07246394,0.380403577,,4.733838235,0.136195019,,,,,,,,,,,,,,,,,,,,,,
431_Dataset_431,0.484583167,,,,,,,,,,,,,,1.692307692,,,,,,,,,,,,,,3.817365141,0.819148615,,,2.177962261,0.38104271,,0.990757258,0.465244591,,,,0.28582831,0.310387301,,-1.685201895,0.164111154,,,-2.170245238,0.236094888,,,,,,0.0,0.0,22.0,13.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.506241423,0.333591442,,-0.668993216,0.269399086,,0.817359305,0.441713231,,0.306280589,0.311259412,,2.885369062,0.602472615,,1.452306437,0.339565888,,,,,,,,,,,,,,,,,,,,,,
432_Dataset_432,0.726161,,,,,,,,,,,,,,228.6,,,,,,,,,,,,,,5.0,0.7996198,,,2.236067977,0.546831258,,1.660016062,0.187824049,,,,0.821226674,0.207552829,,-3.333214937,0.0,,,-2.236063427,0.0,,,,,,0.0,0.0,1143.0,5.0,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.11301505,0.0,,0.108447825,0.0,,1.08329058,0.0,,1.244967211,0.0,,4.70698032,0.3227428,,2.046171019,0.436818223,,,,,,,,,,,,,,,,,,,,,,
433_Dataset_433,0.786536533,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,6.191328787,0.756354625,,,1.627847617,0.392080394,,0.446652585,0.468084513,,,,0.199839347,0.286789881,,-1.815168259,0.2719245,,,-2.254014012,0.219412245,,,,,,0.0,0.0,24.0,16.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.597161057,0.385925953,,-0.140106635,0.255057371,,-0.203217089,0.441697156,,0.220282288,0.273950718,,1.218378719,0.548922406,,0.651666853,0.318383257,,,,,,,,,,,,,,,,,,,,,,
434_Dataset_434,0.723292938,,,,,,,,,,,,,,0.169230769,,,,,,,,,,,,,,9.072867784,0.664222538,,,1.666811292,0.247317812,,1.363713953,0.477031026,,,,0.118961447,0.17285992,,-0.550106374,0.233982272,,,-1.477214223,0.113259674,,,,,,0.0,0.0,33.0,195.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,100.0,0.0,,-0.027979407,0.406309772,,-0.302540008,0.152804052,,0.998528693,0.481436677,,0.102620375,0.167626818,,1.573603276,0.523780387,,0.482739909,0.194093836,,,,,,,,,,,,,,,,,,,,,,
435_Dataset_435,0.8569125,,,,,,,,,,,,,,127.0,,,,,,,,,,,,,,9.0,0.888741778,,,3.0,0.466558867,,3.745202065,0.201639293,,,,1.152341348,0.206043062,,-2.38780214,0.0,,,-2.99999002,0.0,,,,,,0.0,0.0,1143.0,9.0,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,100.0,0.0,,0.131716139,0.0,,0.22706871,0.0,,2.97595663,0.111116333,,1.367877909,0.314263755,,8.693001093,0.334824667,,2.833775754,0.335478488,,,,,,,,,,,,,,,,,,,,,,
436_Dataset_436,0.753243778,,,,,,,,,,,,,,114.3,,,,,,,,,,,,,,10.0,0.9,,,3.16227766,0.511166578,,1.467055191,0.306839347,,,,0.55289412,0.262662188,,-2.549724412,0.0,,,-3.16227766,0.0,,,,,,0.0,0.0,1143.0,10.0,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,100.0,0.0,,-1.221934367,0.0,,-0.377932472,0.0,,-0.066468559,0.3298877,,0.404647805,0.317211629,,2.476332855,0.5077104,,1.46414294,0.371193925,,,,,,,,,,,,,,,,,,,,,,
437_Dataset_437,0.804335889,,,,,,,,,,,,,,114.3,,,,,,,,,,,,,,10.0,0.9,,,3.16227766,0.424642766,,5.769796546,0.155737232,,,,1.314495285,0.152783426,,-1.998018087,0.0,,,-3.16227766,0.0,,,,,,0.0,0.0,1143.0,10.0,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,100.0,0.0,,1.560168337,0.0,,0.269495047,0.0,,6.671008544,0.0,,1.817097842,0.0,,10.0,0.2183542,,3.16227766,0.316227766,,,,,,,,,,,,,,,,,,,,,,
438_Dataset_438,0.589762,,,,,,,,,,,,,,190.5,,,,,,,,,,,,,,6.0,0.810944833,,,2.449489743,0.531185418,,0.213360621,0.191655497,,,,0.632239729,0.205157608,,-3.318552893,0.0,,,-2.436265053,0.0,,,,,,0.0,0.0,1143.0,6.0,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,100.0,0.0,,-1.874009192,0.0,,0.075449833,0.0,,-1.158664749,0.0,,0.930944458,0.0,,1.664728208,0.347711333,,1.05360865,0.40824829,,,,,,,,,,,,,,,,,,,,,,
439_Dataset_439,0.929465939,,,,,,,,,,,,,,33.61764706,,,,,,,,,,,,,,34.0,0.970588235,,,5.830951895,0.473060873,,9.438913385,0.329248576,,,,1.024913545,0.211314438,,-1.939728898,0.0,,,-5.830951895,0.0,,,,,,0.0,0.0,1143.0,34.0,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,100.0,0.0,,0.384142267,0.090112353,,-0.224483121,0.171498585,,4.218875791,0.2862745,,1.099287337,0.218258006,,15.05551009,0.486988559,,2.658448305,0.263988791,,,,,,,,,,,,,,,,,,,,,,
